|dates|Bent_Colorado_UnitedStates.JHU_ConfirmedCases.data|Bent_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Bent_Colorado_UnitedStates.NYT_ConfirmedCases.data|Bent_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Bent_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Bent_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Bent_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Bent_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-06|0.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-07|0.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-08|0.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-09|0.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-10|0.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-11|0.0|0|34.0|0|0.0|0|0.0|100
0|2020-03-12|0.0|0|49.0|0|0.0|0|0.0|100
0|2020-03-13|0.0|0|78.0|0|0.0|0|0.0|100
0|2020-03-14|0.0|0|103.0|0|0.0|0|0.0|100
0|2020-03-15|0.0|0|136.0|0|0.0|0|0.0|100
0|2020-03-16|0.0|0|161.0|0|0.0|0|0.0|100
0|2020-03-17|0.0|0|183.0|0|0.0|0|0.0|100
0|2020-03-18|0.0|0|216.0|0|0.0|0|0.0|100
0|2020-03-19|0.0|0|278.0|0|0.0|0|0.0|100
0|2020-03-20|0.0|0|364.0|0|0.0|0|0.0|100
0|2020-03-21|0.0|0|475.0|0|0.0|0|0.0|100
0|2020-03-22|0.0|0|591.0|0|0.0|0|0.0|100
0|2020-03-23|0.0|0|721.0|0|0.0|0|0.0|100
0|2020-03-24|0.0|0|912.0|0|0.0|0|0.0|100
0|2020-03-25|0.0|0|1086.0|0|0.0|0|0.0|100
0|2020-03-26|0.0|0|1432.0|0|0.0|0|0.0|100
0|2020-03-27|0.0|0|1735.0|0|0.0|0|0.0|100
0|2020-03-28|0.0|0|2063.0|0|0.0|0|0.0|100
0|2020-03-29|0.0|0|2315.0|0|0.0|0|0.0|100
0|2020-03-30|0.0|0|2656.0|0|0.0|0|0.0|100
0|2020-03-31|0.0|0|2990.0|0|0.0|0|0.0|100
0|2020-04-01|0.0|0|3350.0|0|0.0|0|0.0|100
0|2020-04-02|0.0|0|3730.0|0|0.0|0|0.0|100
0|2020-04-03|0.0|0|4182.0|0|0.0|0|0.0|100
0|2020-04-04|0.0|0|4574.0|0|0.0|0|0.0|100
0|2020-04-05|0.0|0|4962.0|0|0.0|0|0.0|100
0|2020-04-06|0.0|0|5175.0|0|0.0|0|0.0|100
0|2020-04-07|0.0|0|5429.0|0|0.0|0|0.0|100
0|2020-04-08|0.0|0|5656.0|0|0.0|0|0.0|100
0|2020-04-09|0.0|0|6202.0|0|0.0|0|0.0|100
0|2020-04-10|0.0|0|6510.0|0|0.0|0|0.0|100
0|2020-04-11|0.0|0|6893.0|0|0.0|0|0.0|100
0|2020-04-12|0.0|0|7303.0|0|0.0|0|0.0|100
0|2020-04-13|0.0|0|7691.0|0|0.0|0|0.0|100
0|2020-04-14|0.0|0|7941.0|0|0.0|0|0.0|100
0|2020-04-15|0.0|0|8280.0|0|0.0|0|0.0|100
0|2020-04-16|0.0|0|8675.0|0|0.0|0|0.0|100
0|2020-04-17|0.0|0|9047.0|0|0.0|0|0.0|100
0|2020-04-18|0.0|0|9433.0|0|0.0|0|0.0|100
0|2020-04-19|0.0|0|9730.0|0|0.0|0|0.0|100
0|2020-04-20|0.0|0|10106.0|0|0.0|0|0.0|100
0|2020-04-21|0.0|0|10447.0|0|0.0|0|0.0|100
0|2020-04-22|0.0|0|10878.0|0|0.0|0|0.0|100
0|2020-04-23|0.0|0|11262.0|0|0.0|0|0.0|100
0|2020-04-24|0.0|0|12255.0|0|0.0|0|0.0|100
0|2020-04-25|0.0|0|12968.0|0|0.0|0|0.0|100
0|2020-04-26|0.0|0|13441.0|0|0.0|0|0.0|100
0|2020-04-27|0.0|0|13804.0|0|0.0|0|0.0|100
0|2020-04-28|0.0|0|14239.0|0|0.0|0|0.0|100
0|2020-04-29|0.0|0|14680.0|0|0.0|0|0.0|100
0|2020-04-30|0.0|0|15207.0|0|0.0|0|0.0|100
0|2020-05-01|0.0|0|15661.0|0|0.0|0|0.0|100
0|2020-05-02|0.0|0|16118.0|0|0.0|0|0.0|100
0|2020-05-03|0.0|0|16527.0|0|0.0|0|0.0|100
0|2020-05-04|0.0|0|16799.0|0|0.0|0|0.0|100
0|2020-05-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-12|1.0|0|1.0|0|0.0|0|0.0|100
