|dates|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedCases.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedCases.missing|BaltimoreCity_Maryland_UnitedStates.NYT_ConfirmedCases.data|BaltimoreCity_Maryland_UnitedStates.NYT_ConfirmedCases.missing|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-16|2.0|0|1.0|0|0.0|0|0.0|100
0|2020-03-17|2.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-18|4.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-19|8.0|0|7.0|0|0.0|0|0.0|100
0|2020-03-20|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-21|15.0|0|15.0|0|0.0|0|0.0|100
0|2020-03-22|24.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-23|31.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-24|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-25|53.0|0|53.0|0|0.0|0|0.0|100
0|2020-03-26|72.0|0|72.0|0|0.0|0|0.0|100
0|2020-03-27|88.0|0|103.0|0|0.0|0|0.0|100
0|2020-03-28|112.0|0|112.0|0|0.0|0|0.0|100
0|2020-03-29|129.0|0|129.0|0|2.0|0|0.0|100
0|2020-03-30|152.0|0|152.0|0|2.0|0|0.0|100
0|2020-03-31|187.0|0|187.0|0|2.0|0|0.0|100
0|2020-04-01|221.0|0|187.0|0|2.0|0|0.0|100
0|2020-04-02|265.0|0|265.0|0|2.0|0|0.0|100
0|2020-04-03|313.0|0|313.0|0|4.0|0|0.0|100
0|2020-04-04|343.0|0|343.0|0|6.0|0|0.0|100
0|2020-04-05|394.0|0|394.0|0|7.0|0|0.0|100
0|2020-04-06|435.0|0|435.0|0|8.0|0|0.0|100
0|2020-04-07|459.0|0|459.0|0|9.0|0|0.0|100
0|2020-04-08|571.0|0|571.0|0|10.0|0|0.0|100
0|2020-04-09|638.0|0|638.0|0|12.0|0|0.0|100
0|2020-04-10|689.0|0|689.0|0|17.0|0|0.0|100
0|2020-04-11|756.0|0|756.0|0|22.0|0|0.0|100
0|2020-04-12|812.0|0|812.0|0|24.0|0|0.0|100
0|2020-04-13|873.0|0|873.0|0|26.0|0|0.0|100
0|2020-04-14|962.0|0|962.0|0|29.0|0|0.0|100
0|2020-04-15|1060.0|0|1061.0|0|29.0|0|0.0|100
0|2020-04-16|1160.0|0|1162.0|0|31.0|0|0.0|100
0|2020-04-17|1273.0|0|1275.0|0|38.0|0|0.0|100
0|2020-04-18|1378.0|0|1380.0|0|43.0|0|0.0|100
0|2020-04-19|1392.0|0|1395.0|0|51.0|0|0.0|100
0|2020-04-20|1511.0|0|1514.0|0|54.0|0|0.0|100
0|2020-04-21|1542.0|0|1545.0|0|59.0|0|0.0|100
0|2020-04-22|1602.0|0|1605.0|0|64.0|0|0.0|100
0|2020-04-23|1672.0|0|1675.0|0|66.0|0|0.0|100
0|2020-04-24|1672.0|0|1731.0|0|66.0|0|0.0|100
0|2020-04-25|1791.0|0|1794.0|0|78.0|0|0.0|100
0|2020-04-26|1866.0|0|1869.0|0|79.0|0|0.0|100
0|2020-04-27|1933.0|0|1936.0|0|88.0|0|0.0|100
0|2020-04-28|1977.0|0|1981.0|0|90.0|0|0.0|100
0|2020-04-29|2014.0|0|2018.0|0|101.0|0|0.0|100
0|2020-04-30|2068.0|0|2072.0|0|112.0|0|0.0|100
0|2020-05-01|2162.0|0|2167.0|0|115.0|0|0.0|100
0|2020-05-02|2237.0|0|2242.0|0|126.0|0|0.0|100
0|2020-05-03|2319.0|0|2324.0|0|129.0|0|0.0|100
0|2020-05-04|2411.0|0|2416.0|0|129.0|0|0.0|100
0|2020-05-05|2609.0|0|2614.0|0|133.0|0|0.0|100
0|2020-05-06|2752.0|0|2761.0|0|140.0|0|0.0|100
0|2020-05-07|2856.0|0|2865.0|0|149.0|0|0.0|100
0|2020-05-08|2941.0|0|2950.0|0|155.0|0|0.0|100
0|2020-05-09|3208.0|0|3217.0|0|163.0|0|0.0|100
0|2020-05-10|3317.0|0|3326.0|0|169.0|0|0.0|100
0|2020-05-11|3353.0|0|3362.0|0|171.0|0|0.0|100
