|dates|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Nuckolls_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Nuckolls_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Nuckolls_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|10.0|0|0.0|0|0.0|100
0|2020-02-18|0.0|0|10.0|0|0.0|0|0.0|100
0|2020-02-19|0.0|0|10.0|0|0.0|0|0.0|100
0|2020-02-20|0.0|0|11.0|0|0.0|0|0.0|100
0|2020-02-21|0.0|0|11.0|0|0.0|0|0.0|100
0|2020-02-22|0.0|0|11.0|0|0.0|0|0.0|100
0|2020-02-23|0.0|0|11.0|0|0.0|0|0.0|100
0|2020-02-24|0.0|0|12.0|0|0.0|0|0.0|100
0|2020-02-25|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-02-26|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-02-27|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-02-28|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-02-29|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-01|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-02|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-03|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-04|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-05|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-06|0.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-07|0.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-08|0.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-09|0.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-10|0.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-11|0.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-12|0.0|0|24.0|0|0.0|0|0.0|100
0|2020-03-13|0.0|0|27.0|0|0.0|0|0.0|100
0|2020-03-14|0.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-15|0.0|0|31.0|0|0.0|0|0.0|100
0|2020-03-16|0.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-17|0.0|0|36.0|0|0.0|0|0.0|100
0|2020-03-18|0.0|0|43.0|0|0.0|0|0.0|100
0|2020-03-19|0.0|0|47.0|0|0.0|0|0.0|100
0|2020-03-20|0.0|0|53.0|0|0.0|0|0.0|100
0|2020-03-21|0.0|0|61.0|0|0.0|0|0.0|100
0|2020-03-22|0.0|0|62.0|0|0.0|0|0.0|100
0|2020-03-23|0.0|0|73.0|0|0.0|0|0.0|100
0|2020-03-24|0.0|0|77.0|0|0.0|0|0.0|100
0|2020-03-25|0.0|0|84.0|0|0.0|0|0.0|100
0|2020-03-26|0.0|0|92.0|0|0.0|0|0.0|100
0|2020-03-27|0.0|0|103.0|0|0.0|0|0.0|100
0|2020-03-28|0.0|0|123.0|0|0.0|0|0.0|100
0|2020-03-29|0.0|0|141.0|0|0.0|0|0.0|100
0|2020-03-30|0.0|0|185.0|0|0.0|0|0.0|100
0|2020-03-31|0.0|0|201.0|0|0.0|0|0.0|100
0|2020-04-01|0.0|0|238.0|0|0.0|0|0.0|100
0|2020-04-02|0.0|0|269.0|0|0.0|0|0.0|100
0|2020-04-03|0.0|0|297.0|0|0.0|0|0.0|100
0|2020-04-04|0.0|0|339.0|0|0.0|0|0.0|100
0|2020-04-05|0.0|0|378.0|0|0.0|0|0.0|100
0|2020-04-06|0.0|0|439.0|0|0.0|0|0.0|100
0|2020-04-07|0.0|0|491.0|0|0.0|0|0.0|100
0|2020-04-08|0.0|0|538.0|0|0.0|0|0.0|100
0|2020-04-09|0.0|0|594.0|0|0.0|0|0.0|100
0|2020-04-10|0.0|0|679.0|0|0.0|0|0.0|100
0|2020-04-11|0.0|0|719.0|0|0.0|0|0.0|100
0|2020-04-12|0.0|0|806.0|0|0.0|0|0.0|100
0|2020-04-13|0.0|0|871.0|0|0.0|0|0.0|100
0|2020-04-14|0.0|0|931.0|0|0.0|0|0.0|100
0|2020-04-15|0.0|0|995.0|0|0.0|0|0.0|100
0|2020-04-16|0.0|0|1094.0|0|0.0|0|0.0|100
0|2020-04-17|0.0|0|1216.0|0|0.0|0|0.0|100
0|2020-04-18|0.0|0|1348.0|0|0.0|0|0.0|100
0|2020-04-19|0.0|0|1474.0|0|0.0|0|0.0|100
0|2020-04-20|0.0|0|1648.0|0|0.0|0|0.0|100
0|2020-04-21|0.0|0|1727.0|0|0.0|0|0.0|100
0|2020-04-22|0.0|0|1823.0|0|0.0|0|0.0|100
0|2020-04-23|0.0|0|2189.0|0|0.0|0|0.0|100
0|2020-04-24|0.0|0|2475.0|0|0.0|0|0.0|100
0|2020-04-25|0.0|0|2902.0|0|0.0|0|0.0|100
0|2020-04-26|0.0|0|3126.0|0|0.0|0|0.0|100
0|2020-04-27|0.0|0|3487.0|0|0.0|0|0.0|100
0|2020-04-28|0.0|0|3613.0|0|0.0|0|0.0|100
0|2020-04-29|0.0|0|3876.0|0|0.0|0|0.0|100
0|2020-04-30|0.0|0|4332.0|0|0.0|0|0.0|100
0|2020-05-01|0.0|0|4838.0|0|0.0|0|0.0|100
0|2020-05-02|0.0|0|5333.0|0|0.0|0|0.0|100
0|2020-05-03|0.0|0|5687.0|0|0.0|0|0.0|100
0|2020-05-04|0.0|0|6125.0|0|0.0|0|0.0|100
0|2020-05-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-12|0.0|0|0.0|100|0.0|0|0.0|100
