|dates|Menominee_Michigan_UnitedStates.BLS_EmployedPopulation.data|Menominee_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Menominee_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Menominee_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Menominee_Michigan_UnitedStates.BLS_UnemploymentRate.data|Menominee_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Menominee_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Menominee_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|10341.0|0|498.0|0|4.5945197896484915|0|10839.0|0
