|dates|Hinsdale_Colorado_UnitedStates.BLS_EmployedPopulation.data|Hinsdale_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Hinsdale_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Hinsdale_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Hinsdale_Colorado_UnitedStates.BLS_UnemploymentRate.data|Hinsdale_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Hinsdale_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Hinsdale_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|428.0|0|17.0|0|3.8202247191011236|0|445.0|0
