|dates|Niagara_NewYork_UnitedStates.JHU_ConfirmedCases.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Niagara_NewYork_UnitedStates.NYT_ConfirmedCases.data|Niagara_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Niagara_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Niagara_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Niagara_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-19|4.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-20|4.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-21|9.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-22|9.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-23|9.0|0|10.0|0|0.0|0|0.0|100
0|2020-03-24|10.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-25|12.0|0|12.0|0|0.0|0|0.0|100
0|2020-03-26|14.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-27|23.0|0|23.0|0|0.0|0|0.0|100
0|2020-03-28|33.0|0|33.0|0|0.0|0|0.0|100
0|2020-03-29|38.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-30|41.0|0|41.0|0|0.0|0|0.0|100
0|2020-03-31|41.0|0|42.0|0|0.0|0|0.0|100
0|2020-04-01|46.0|0|46.0|0|0.0|0|0.0|100
0|2020-04-02|91.0|0|91.0|0|0.0|0|0.0|100
0|2020-04-03|94.0|0|91.0|0|0.0|0|0.0|100
0|2020-04-04|101.0|0|103.0|0|0.0|0|0.0|100
0|2020-04-05|116.0|0|116.0|0|0.0|0|0.0|100
0|2020-04-06|120.0|0|130.0|0|0.0|0|0.0|100
0|2020-04-07|126.0|0|143.0|0|1.0|0|0.0|100
0|2020-04-08|155.0|0|143.0|0|1.0|0|0.0|100
0|2020-04-09|155.0|0|146.0|0|4.0|0|0.0|100
0|2020-04-10|156.0|0|156.0|0|4.0|0|0.0|100
0|2020-04-11|167.0|0|167.0|0|4.0|0|0.0|100
0|2020-04-12|194.0|0|183.0|0|4.0|0|0.0|100
0|2020-04-13|194.0|0|189.0|0|5.0|0|0.0|100
0|2020-04-14|216.0|0|197.0|0|5.0|0|0.0|100
0|2020-04-15|229.0|0|204.0|0|9.0|0|0.0|100
0|2020-04-16|229.0|0|216.0|0|9.0|0|0.0|100
0|2020-04-17|227.0|0|227.0|0|9.0|0|0.0|100
0|2020-04-18|234.0|0|234.0|0|9.0|0|0.0|100
0|2020-04-19|246.0|0|246.0|0|9.0|0|0.0|100
0|2020-04-20|255.0|0|255.0|0|15.0|0|0.0|100
0|2020-04-21|260.0|0|260.0|0|16.0|0|0.0|100
0|2020-04-22|268.0|0|268.0|0|16.0|0|0.0|100
0|2020-04-23|295.0|0|295.0|0|18.0|0|0.0|100
0|2020-04-24|332.0|0|332.0|0|21.0|0|0.0|100
0|2020-04-25|344.0|0|344.0|0|21.0|0|0.0|100
0|2020-04-26|368.0|0|368.0|0|21.0|0|0.0|100
0|2020-04-27|378.0|0|378.0|0|21.0|0|0.0|100
0|2020-04-28|386.0|0|386.0|0|21.0|0|0.0|100
0|2020-04-29|401.0|0|401.0|0|21.0|0|0.0|100
0|2020-04-30|420.0|0|420.0|0|21.0|0|0.0|100
0|2020-05-01|440.0|0|440.0|0|25.0|0|0.0|100
0|2020-05-02|457.0|0|457.0|0|25.0|0|0.0|100
0|2020-05-03|474.0|0|474.0|0|25.0|0|0.0|100
0|2020-05-04|493.0|0|493.0|0|28.0|0|0.0|100
0|2020-05-05|508.0|0|508.0|0|28.0|0|0.0|100
0|2020-05-06|549.0|0|549.0|0|28.0|0|0.0|100
0|2020-05-07|588.0|0|588.0|0|28.0|0|0.0|100
0|2020-05-08|605.0|0|605.0|0|28.0|0|0.0|100
0|2020-05-09|627.0|0|627.0|0|42.0|0|0.0|100
0|2020-05-10|643.0|0|643.0|0|42.0|0|0.0|100
0|2020-05-11|655.0|0|655.0|0|42.0|0|0.0|100
0|2020-05-12|671.0|0|671.0|0|44.0|0|0.0|100
0|2020-05-13|690.0|0|690.0|0|44.0|0|0.0|100
