|dates|Fremont_Iowa_UnitedStates.JHU_ConfirmedCases.data|Fremont_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Fremont_Iowa_UnitedStates.NYT_ConfirmedCases.data|Fremont_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Fremont_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Fremont_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Fremont_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Fremont_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-09|0.0|0|8.0|0|0.0|0|0.0|100
0|2020-03-10|0.0|0|13.0|0|0.0|0|0.0|100
0|2020-03-11|0.0|0|14.0|0|0.0|0|0.0|100
0|2020-03-12|0.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-13|0.0|0|17.0|0|0.0|0|0.0|100
0|2020-03-14|0.0|0|18.0|0|0.0|0|0.0|100
0|2020-03-15|0.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-16|0.0|0|22.0|0|0.0|0|0.0|100
0|2020-03-17|0.0|0|29.0|0|0.0|0|0.0|100
0|2020-03-18|0.0|0|38.0|0|0.0|0|0.0|100
0|2020-03-19|0.0|0|44.0|0|0.0|0|0.0|100
0|2020-03-20|0.0|0|45.0|0|0.0|0|0.0|100
0|2020-03-21|0.0|0|68.0|0|0.0|0|0.0|100
0|2020-03-22|0.0|0|90.0|0|0.0|0|0.0|100
0|2020-03-23|0.0|0|105.0|0|0.0|0|0.0|100
0|2020-03-24|0.0|0|124.0|0|0.0|0|0.0|100
0|2020-03-25|0.0|0|147.0|0|0.0|0|0.0|100
0|2020-03-26|0.0|0|179.0|0|0.0|0|0.0|100
0|2020-03-27|0.0|0|236.0|0|0.0|0|0.0|100
0|2020-03-28|0.0|0|298.0|0|0.0|0|0.0|100
0|2020-03-29|0.0|0|336.0|0|0.0|0|0.0|100
0|2020-03-30|0.0|0|424.0|0|0.0|0|0.0|100
0|2020-03-31|0.0|0|498.0|0|0.0|0|0.0|100
0|2020-04-01|0.0|0|548.0|0|0.0|0|0.0|100
0|2020-04-02|0.0|0|614.0|0|0.0|0|0.0|100
0|2020-04-03|0.0|0|699.0|0|0.0|0|0.0|100
0|2020-04-04|0.0|0|786.0|0|0.0|0|0.0|100
0|2020-04-05|0.0|0|868.0|0|0.0|0|0.0|100
0|2020-04-06|0.0|0|946.0|0|0.0|0|0.0|100
0|2020-04-07|0.0|0|1048.0|0|0.0|0|0.0|100
0|2020-04-08|0.0|0|1145.0|0|0.0|0|0.0|100
0|2020-04-09|0.0|0|1270.0|0|0.0|0|0.0|100
0|2020-04-10|0.0|0|1388.0|0|0.0|0|0.0|100
0|2020-04-11|0.0|0|1510.0|0|0.0|0|0.0|100
0|2020-04-12|0.0|0|1587.0|0|0.0|0|0.0|100
0|2020-04-13|0.0|0|1710.0|0|0.0|0|0.0|100
0|2020-04-14|0.0|0|1899.0|0|0.0|0|0.0|100
0|2020-04-15|0.0|0|1995.0|0|0.0|0|0.0|100
0|2020-04-16|0.0|0|2141.0|0|0.0|0|0.0|100
0|2020-04-17|0.0|0|2332.0|0|0.0|0|0.0|100
0|2020-04-18|0.0|0|2513.0|0|0.0|0|0.0|100
0|2020-04-19|0.0|0|2915.0|0|0.0|0|0.0|100
0|2020-04-20|0.0|0|3175.0|0|0.0|0|0.0|100
0|2020-04-21|0.0|0|3641.0|0|0.0|0|0.0|100
0|2020-04-22|0.0|0|3767.0|0|0.0|0|0.0|100
0|2020-04-23|0.0|0|3942.0|0|0.0|0|0.0|100
0|2020-04-24|0.0|0|4459.0|0|0.0|0|0.0|100
0|2020-04-25|0.0|0|5109.0|0|0.0|0|0.0|100
0|2020-04-26|0.0|0|5491.0|0|0.0|0|0.0|100
0|2020-04-27|0.0|0|5868.0|0|0.0|0|0.0|100
0|2020-04-28|0.0|0|6376.0|0|0.0|0|0.0|100
0|2020-04-29|0.0|0|6843.0|0|0.0|0|0.0|100
0|2020-04-30|0.0|0|7145.0|0|0.0|0|0.0|100
0|2020-05-01|0.0|0|7884.0|0|0.0|0|0.0|100
0|2020-05-02|0.0|0|8641.0|0|0.0|0|0.0|100
0|2020-05-03|0.0|0|9169.0|0|0.0|0|0.0|100
0|2020-05-04|0.0|0|9703.0|0|0.0|0|0.0|100
0|2020-05-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-05-08|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-09|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-10|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-11|1.0|0|1.0|0|0.0|0|0.0|100
0|2020-05-12|3.0|0|3.0|0|0.0|0|0.0|100
