|dates|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Bolivar_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Bolivar_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Bolivar_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-01-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-30|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-01-31|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-18|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-19|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-20|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-21|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-22|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-23|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-24|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-25|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-26|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-27|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-28|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-02-29|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-01|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-02|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-03|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-04|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-05|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-06|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-07|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-08|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-09|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-10|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-11|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-12|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-13|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-14|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-15|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-16|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-17|0.0|0|0.0|100|0.0|0|0.0|100
0|2020-03-18|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-19|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-20|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-21|2.0|0|2.0|0|0.0|0|0.0|100
0|2020-03-22|3.0|0|3.0|0|0.0|0|0.0|100
0|2020-03-23|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-24|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-25|4.0|0|4.0|0|0.0|0|0.0|100
0|2020-03-26|6.0|0|6.0|0|0.0|0|0.0|100
0|2020-03-27|9.0|0|9.0|0|0.0|0|0.0|100
0|2020-03-28|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-29|11.0|0|11.0|0|0.0|0|0.0|100
0|2020-03-30|11.0|0|16.0|0|0.0|0|0.0|100
0|2020-03-31|22.0|0|22.0|0|1.0|0|0.0|100
0|2020-04-01|25.0|0|25.0|0|1.0|0|0.0|100
0|2020-04-02|27.0|0|27.0|0|1.0|0|0.0|100
0|2020-04-03|32.0|0|32.0|0|1.0|0|0.0|100
0|2020-04-04|34.0|0|34.0|0|1.0|0|0.0|100
0|2020-04-05|45.0|0|45.0|0|2.0|0|0.0|100
0|2020-04-06|51.0|0|51.0|0|2.0|0|0.0|100
0|2020-04-07|54.0|0|54.0|0|2.0|0|0.0|100
0|2020-04-08|54.0|0|54.0|0|2.0|0|0.0|100
0|2020-04-09|57.0|0|57.0|0|3.0|0|0.0|100
0|2020-04-10|61.0|0|61.0|0|3.0|0|0.0|100
0|2020-04-11|65.0|0|65.0|0|3.0|0|0.0|100
0|2020-04-12|68.0|0|68.0|0|3.0|0|0.0|100
0|2020-04-13|68.0|0|68.0|0|3.0|0|0.0|100
0|2020-04-14|69.0|0|69.0|0|4.0|0|0.0|100
0|2020-04-15|70.0|0|70.0|0|5.0|0|0.0|100
0|2020-04-16|74.0|0|74.0|0|5.0|0|0.0|100
0|2020-04-17|76.0|0|76.0|0|5.0|0|0.0|100
0|2020-04-18|79.0|0|79.0|0|5.0|0|0.0|100
0|2020-04-19|82.0|0|82.0|0|5.0|0|0.0|100
0|2020-04-20|85.0|0|85.0|0|6.0|0|0.0|100
0|2020-04-21|86.0|0|86.0|0|6.0|0|0.0|100
0|2020-04-22|87.0|0|87.0|0|6.0|0|0.0|100
0|2020-04-23|89.0|0|89.0|0|7.0|0|0.0|100
0|2020-04-24|90.0|0|90.0|0|7.0|0|0.0|100
0|2020-04-25|94.0|0|94.0|0|7.0|0|0.0|100
0|2020-04-26|96.0|0|96.0|0|7.0|0|0.0|100
0|2020-04-27|101.0|0|101.0|0|7.0|0|0.0|100
0|2020-04-28|101.0|0|101.0|0|7.0|0|0.0|100
0|2020-04-29|101.0|0|101.0|0|7.0|0|0.0|100
0|2020-04-30|102.0|0|102.0|0|7.0|0|0.0|100
0|2020-05-01|102.0|0|102.0|0|7.0|0|0.0|100
0|2020-05-02|105.0|0|105.0|0|7.0|0|0.0|100
0|2020-05-03|107.0|0|107.0|0|7.0|0|0.0|100
0|2020-05-04|110.0|0|110.0|0|7.0|0|0.0|100
0|2020-05-05|112.0|0|112.0|0|8.0|0|0.0|100
0|2020-05-06|115.0|0|115.0|0|8.0|0|0.0|100
0|2020-05-07|115.0|0|115.0|0|8.0|0|0.0|100
0|2020-05-08|118.0|0|118.0|0|8.0|0|0.0|100
0|2020-05-09|119.0|0|119.0|0|8.0|0|0.0|100
0|2020-05-10|118.0|0|118.0|0|9.0|0|0.0|100
0|2020-05-11|118.0|0|118.0|0|9.0|0|0.0|100
0|2020-05-12|120.0|0|120.0|0|9.0|0|0.0|100
0|2020-05-13|120.0|0|120.0|0|9.0|0|0.0|100
