|dates|Saluda_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Saluda_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Saluda_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Saluda_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Saluda_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Saluda_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-12-06|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-07|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-08|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-09|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-10|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-11|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-12|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-13|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-14|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-15|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-16|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-17|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-18|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-19|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-20|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-21|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-22|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-23|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-24|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-25|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-26|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-27|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-28|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-29|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-30|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2020-12-31|8074.0|0|390.0|0|4.607750472589792|0|8464.0|0
0|2021-01-01|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-02|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-03|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-04|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-05|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-06|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-07|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-08|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-09|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-10|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-11|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-12|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-13|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-14|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-15|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-16|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-17|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-18|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-19|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-20|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-21|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-22|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-23|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-24|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-25|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-26|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-27|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-28|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-29|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-30|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-01-31|8024.0|0|348.0|0|4.156712852365026|0|8372.0|0
0|2021-02-01|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-02|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-03|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-04|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-05|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-06|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-07|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-08|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-09|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-10|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-11|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-12|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-13|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-14|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-15|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-16|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-17|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-18|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-19|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-20|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-21|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-22|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-23|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-24|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-25|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-26|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-27|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-02-28|8286.0|0|379.0|0|4.373918061165608|0|8665.0|0
0|2021-03-01|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-02|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-03|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-04|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-05|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-06|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-07|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-08|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-09|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-10|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-11|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-12|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-13|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-14|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-15|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-16|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-17|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-18|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-19|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-20|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-21|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-22|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-23|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-24|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-25|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-26|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-27|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-28|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-29|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-30|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-03-31|8332.0|0|338.0|0|3.898500576701269|0|8670.0|0
0|2021-04-01|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-02|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-03|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-04|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-05|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-06|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-07|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-08|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-09|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-10|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-11|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-12|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-13|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-14|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-15|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-16|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-17|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-18|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-19|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-20|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-21|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-22|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-23|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-24|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-25|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-26|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-27|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-28|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-29|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-04-30|8419.0|0|290.0|0|3.329888620966816|0|8709.0|0
0|2021-05-01|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-02|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-03|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-04|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-05|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-06|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-07|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-08|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-09|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-10|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-11|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-12|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-13|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-14|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-15|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-16|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-17|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-18|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-19|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-20|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-21|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-22|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-23|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-24|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-25|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-26|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-27|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-28|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-29|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-30|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-05-31|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-01|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-02|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-03|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-04|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-05|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-06|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-07|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-08|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-09|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-10|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-11|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-12|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-13|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-14|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-15|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-16|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-17|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-18|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-19|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-20|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-21|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-22|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-23|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-24|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-25|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-26|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-27|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-28|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-29|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-06-30|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-01|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-02|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-03|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-04|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-05|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-06|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-07|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-08|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-09|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-10|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-11|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-12|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-13|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-14|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-15|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-16|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-17|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-18|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-19|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-20|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-21|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-22|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-23|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-24|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-25|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-26|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-27|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-28|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-29|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-30|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-07-31|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-01|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-02|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-03|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-04|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-05|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-06|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-07|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-08|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-09|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-10|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-11|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-12|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-13|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-14|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-15|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-16|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-17|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-18|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-19|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-20|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-21|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-22|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-23|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-24|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-25|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-26|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-27|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-28|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-29|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-30|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-08-31|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-01|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-02|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-03|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-04|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-05|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-06|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-07|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-08|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-09|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-10|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-11|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-12|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-13|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-14|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-15|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-16|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-17|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-18|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-19|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-20|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-21|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-22|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-23|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-24|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-25|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-26|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-27|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-28|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-29|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-09-30|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-01|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-02|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-03|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-04|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-05|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-06|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-07|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-08|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-09|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-10|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-11|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-12|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-13|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-14|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
0|2021-10-15|8660.0|0|246.0|0|2.7621827981136313|0|8906.0|0
